ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,APPROVED,Work_Time,AGE
5008917,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008918,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008919,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008920,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008921,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008922,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,0,8,42
5008923,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008924,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008925,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008926,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008927,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008928,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008929,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008930,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008931,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008932,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008933,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008934,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008935,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008941,1,1,0,0,297000.0,1,0,1,1,1,0,0,0,1,1.0,-4,1,8,42
5008955,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008956,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008959,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008960,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008962,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008963,1,0,0,0,135000.0,0,0,0,0,1,0,0,0,3,2.0,-4,1,4,48
5008987,0,0,0,0,112500.0,2,0,0,0,1,0,1,0,4,2.0,-4,1,6,57
5008991,1,0,0,0,270000.0,0,0,3,0,1,1,1,0,5,1.0,-4,1,3,45
5008992,1,0,0,0,270000.0,0,0,3,0,1,1,1,0,5,1.0,-4,1,3,45
5008993,1,0,0,0,270000.0,0,0,3,0,1,1,1,0,5,1.0,-4,1,3,45
5008994,1,0,0,0,270000.0,0,0,3,0,1,1,1,0,5,1.0,-4,1,3,45
5112861,1,0,0,0,270000.0,0,0,3,0,1,1,1,0,5,1.0,-4,1,3,45
5009000,0,0,0,0,157500.0,0,0,0,0,1,0,0,0,6,2.0,-4,1,2,27
5009008,0,1,0,0,166500.0,0,0,0,0,1,1,1,0,3,2.0,-4,1,17,51
5009016,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009019,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009022,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009023,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009024,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009025,1,1,0,2,216000.0,2,1,0,0,1,0,0,1,4,4.0,-4,1,8,42
5009027,1,0,0,0,270000.0,1,0,0,0,1,0,0,1,1,2.0,-4,1,29,54
5009029,1,0,0,0,225000.0,1,0,0,0,1,0,0,0,1,2.0,-4,1,7,39
5009039,1,1,0,2,157500.0,0,0,1,0,1,0,0,0,7,3.0,-4,1,1,39
5009043,1,1,0,0,148500.0,0,1,0,0,1,0,0,0,7,2.0,-4,1,2,48
5009045,1,1,0,0,148500.0,0,1,0,0,1,0,0,0,7,2.0,-4,1,2,48
5009046,1,1,0,0,148500.0,0,1,0,0,1,0,0,0,7,2.0,-4,1,2,48
5009047,1,1,0,0,148500.0,0,1,0,0,1,0,0,0,7,2.0,-4,1,2,48
5009052,1,1,0,2,202500.0,0,1,0,0,1,0,0,1,7,4.0,-4,1,6,30
5009057,0,1,0,0,202500.0,0,0,1,0,1,1,0,0,6,1.0,-4,1,2,24
5009063,0,0,0,0,315000.0,0,0,2,0,1,0,0,0,8,2.0,-4,1,5,28
5009066,0,0,0,0,315000.0,0,0,2,0,1,0,0,0,8,2.0,-4,1,5,28
5009069,0,0,0,0,315000.0,0,0,2,0,1,0,0,0,8,2.0,-4,1,5,28
5009070,0,0,0,0,315000.0,0,0,2,0,1,0,0,0,8,2.0,-4,1,5,28
5009071,1,0,0,0,270000.0,1,2,2,2,1,0,1,1,1,2.0,-4,1,8,28
5009074,1,0,0,1,450000.0,2,1,0,0,1,0,1,1,4,3.0,-4,1,1,48
5009078,0,1,0,1,180000.0,0,0,0,3,1,0,0,0,6,3.0,-4,1,3,38
5009079,1,1,0,0,112500.0,0,1,2,0,1,0,0,1,3,2.0,-4,1,8,27
5009080,1,1,0,0,112500.0,0,1,2,0,1,0,0,1,3,2.0,-4,1,8,27
5009081,1,1,0,0,112500.0,0,1,2,0,1,0,0,1,3,2.0,-4,1,8,27
5009083,0,1,0,0,90000.0,0,0,0,0,1,0,0,0,6,2.0,-4,1,15,56
5009089,0,0,1,2,202500.0,1,1,0,0,1,0,0,0,1,4.0,-4,1,8,40
5009090,0,0,0,0,247500.0,0,0,0,0,1,0,0,0,6,2.0,-4,1,11,34
5009096,1,1,0,1,270000.0,1,0,0,0,1,0,0,1,1,3.0,-4,1,12,37
5009098,1,1,0,1,270000.0,1,0,0,0,1,0,0,1,1,3.0,-4,1,12,37
5009100,1,1,0,0,315000.0,0,1,3,0,1,0,0,0,9,1.0,-4,1,1,36
5009103,0,0,0,2,157500.0,0,0,0,3,1,0,1,0,6,4.0,-4,1,11,35
5112876,0,0,0,2,157500.0,0,0,0,3,1,0,1,0,6,4.0,-4,1,11,35
5009108,0,1,0,0,360000.0,1,0,0,0,1,0,0,0,1,2.0,-4,1,7,41
5009109,0,1,0,0,360000.0,1,0,0,0,1,0,0,0,1,2.0,-4,1,7,41
5009117,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009123,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009125,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009127,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009128,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009129,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009130,1,1,1,0,157500.0,1,1,3,3,1,0,0,0,1,1.0,-4,1,1,43
5009141,1,1,1,0,135000.0,0,0,2,0,1,1,1,0,9,2.0,-4,1,4,26
5009142,1,1,1,0,135000.0,0,0,2,0,1,1,1,0,9,2.0,-4,1,4,26
5009145,0,0,1,0,315000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,10,43
5009147,0,0,1,0,315000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,10,43
5009149,0,0,1,0,315000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,10,43
5009150,0,0,1,0,315000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,10,43
5009151,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009152,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009154,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009155,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009156,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009158,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009159,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009160,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009161,1,1,1,0,180000.0,0,0,0,0,1,0,0,0,8,2.0,-4,1,7,53
5009163,1,1,1,0,157500.0,0,0,0,0,1,0,1,0,8,2.0,-4,1,8,35
5009166,1,1,1,0,157500.0,0,0,0,0,1,0,1,0,8,2.0,-4,1,8,35
5009177,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009178,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009180,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009181,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009182,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009183,0,0,1,0,229500.0,0,2,0,4,1,0,0,0,3,2.0,-4,1,3,50
5009187,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,15,48
5009188,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,15,48
5009189,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,15,48
5009190,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,15,48
5009192,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,9,2.0,-4,1,15,48
5009198,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009202,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009206,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009207,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009208,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009209,1,1,1,0,292500.0,2,0,0,0,1,1,1,0,4,2.0,-4,1,23,57
5009215,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,2,2.0,-4,1,2,33
5009216,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,2,2.0,-4,1,2,33
5009217,1,1,1,0,270000.0,0,1,0,0,1,1,1,0,2,2.0,-4,1,2,33
5009220,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009224,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009226,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009227,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009232,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009233,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009236,1,0,1,0,225000.0,0,0,0,0,1,1,0,0,9,2.0,-4,1,2,40
5009238,0,0,1,0,157500.0,0,2,0,3,1,0,1,0,6,2.0,-4,1,2,29
5009239,0,0,1,0,157500.0,0,2,0,3,1,0,1,0,6,2.0,-4,1,2,29
5009241,0,0,1,0,157500.0,0,2,0,3,1,0,1,0,6,2.0,-4,1,2,29
5009242,1,1,1,0,74250.0,0,1,3,2,1,0,1,0,7,1.0,-4,1,14,52
5009243,1,1,1,0,74250.0,0,1,3,2,1,0,1,0,7,1.0,-4,1,14,52
5009244,1,1,1,0,74250.0,0,1,3,2,1,0,1,0,7,1.0,-4,1,14,52
5009248,1,1,1,0,135000.0,1,0,0,0,1,0,1,0,1,2.0,-4,1,5,38
5009249,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,6,3.0,-4,1,2,27
5009250,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,6,3.0,-4,1,2,27
5009251,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,6,3.0,-4,1,2,27
5009252,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,6,3.0,-4,1,2,27
5009253,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,6,3.0,-4,1,2,27
5009255,1,1,1,0,144000.0,0,0,1,0,1,0,0,0,5,1.0,-4,1,24,43
5009260,1,1,1,0,202500.0,2,1,0,3,1,0,1,0,4,2.0,-4,1,3,39
5009261,1,1,1,0,202500.0,2,1,0,3,1,0,1,0,4,2.0,-4,1,3,39
5009262,1,1,1,0,202500.0,2,1,0,3,1,0,1,0,4,2.0,-4,1,3,39
5009263,1,1,1,0,202500.0,2,1,0,3,1,0,1,0,4,2.0,-4,1,3,39
5009266,0,0,1,0,337500.0,2,1,0,3,1,1,1,0,4,2.0,-4,1,4,28
5009267,0,0,1,0,337500.0,2,1,0,3,1,1,1,0,4,2.0,-4,1,4,28
5009268,0,0,1,0,337500.0,2,1,0,3,1,1,1,0,4,2.0,-4,1,4,28
5009269,0,0,1,0,337500.0,2,1,0,3,1,1,1,0,4,2.0,-4,1,4,28
5009270,0,1,1,0,180000.0,1,0,0,2,1,0,1,0,1,2.0,-4,1,6,40
5009276,0,1,1,0,180000.0,1,0,0,2,1,0,1,0,1,2.0,-4,1,6,40
5009277,0,1,1,0,180000.0,1,0,0,2,1,0,1,0,1,2.0,-4,1,6,40
5009278,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009280,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009281,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009284,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009287,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009289,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009290,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009292,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009293,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009294,1,1,1,0,130500.0,0,0,2,0,1,0,1,0,5,2.0,-4,1,13,41
5009297,1,1,1,0,193500.0,0,0,1,2,1,0,1,0,3,1.0,-4,1,5,44
5009299,1,1,1,0,193500.0,0,0,1,2,1,0,1,0,3,1.0,-4,1,5,44
5009301,1,1,1,0,193500.0,0,0,1,2,1,0,1,0,3,1.0,-4,1,5,44
5009330,0,0,1,0,267750.0,0,1,0,0,1,0,1,0,3,2.0,-4,1,12,57
5009336,1,1,1,0,139500.0,0,1,3,0,1,0,0,0,9,1.0,-4,1,19,44
5009338,0,1,1,0,67500.0,0,0,0,0,1,1,1,0,0,2.0,-4,1,14,51
5009343,0,0,1,0,252000.0,0,0,0,0,1,0,0,0,10,2.0,-4,1,6,29
5009344,0,0,1,0,252000.0,0,0,0,0,1,0,0,0,10,2.0,-4,1,6,29
5009345,0,0,1,0,252000.0,0,0,0,0,1,0,0,0,10,2.0,-4,1,6,29
5009346,0,0,1,0,252000.0,0,0,0,0,1,0,0,0,10,2.0,-4,1,6,29
5009354,0,1,1,0,180000.0,1,3,0,0,1,0,1,0,1,2.0,-4,1,0,57
5009355,1,1,1,0,135000.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,14,53
5009359,1,0,1,0,900000.0,0,1,1,0,1,0,0,0,9,1.0,-4,1,20,52
5009360,1,0,1,0,900000.0,0,1,1,0,1,0,0,0,9,1.0,-4,0,20,52
5009362,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009363,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009364,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009365,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009366,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009367,0,0,1,0,180000.0,1,1,2,0,1,1,0,0,1,2.0,-4,1,1,40
5009378,1,1,1,2,225000.0,0,1,0,0,1,1,0,1,7,4.0,-4,1,4,30
5009381,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,8,3.0,-4,1,3,25
5009382,0,0,1,1,135000.0,0,0,0,0,1,1,0,0,8,3.0,-4,1,3,25
5009383,1,1,1,0,450000.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,15,40
5009384,1,1,1,0,450000.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,15,40
5009387,1,1,1,0,450000.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,15,40
5009391,0,1,1,0,279000.0,2,1,1,0,1,0,0,0,4,1.0,-4,1,8,30
5009393,0,1,1,0,279000.0,2,1,1,0,1,0,0,0,4,1.0,-4,1,8,30
5009394,0,1,1,0,279000.0,2,1,1,0,1,0,0,0,4,1.0,-4,1,8,30
5009395,0,1,1,0,279000.0,2,1,1,0,1,0,0,0,4,1.0,-4,1,8,30
5009396,1,1,1,1,76500.0,0,1,2,0,1,1,0,0,2,3.0,-4,1,1,34
5009397,1,1,1,1,76500.0,0,1,2,0,1,1,0,0,2,3.0,-4,1,1,34
5009399,1,1,1,1,76500.0,0,1,2,0,1,1,0,0,2,3.0,-4,1,1,34
5009400,1,1,1,1,76500.0,0,1,2,0,1,1,0,0,2,3.0,-4,1,1,34
5009401,1,1,1,1,76500.0,0,1,2,0,1,1,0,0,2,3.0,-4,1,1,34
5009402,0,1,1,0,202500.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,0,56
5009403,0,1,1,0,202500.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,0,56
5009404,1,1,1,2,67500.0,1,1,0,0,1,0,1,0,1,4.0,-4,1,1,28
5009408,0,1,1,0,234000.0,0,2,0,0,1,1,1,0,6,2.0,-4,1,6,38
5112901,0,1,1,0,234000.0,0,2,0,0,1,1,1,0,6,2.0,-4,1,6,38
5009415,1,1,1,0,90000.0,0,0,1,0,1,1,1,0,7,1.0,-4,1,1,52
5009417,1,1,1,0,90000.0,0,0,1,0,1,1,1,0,7,1.0,-4,1,1,52
5009418,1,1,1,0,90000.0,0,0,1,0,1,1,1,0,7,1.0,-4,1,1,52
5009420,1,1,1,0,90000.0,0,0,1,0,1,1,1,0,7,1.0,-4,1,1,52
5009423,1,1,1,0,81000.0,0,0,2,0,1,0,0,0,0,2.0,-4,1,2,53
5009425,0,1,1,0,108000.0,0,0,1,4,1,1,0,0,11,1.0,-4,1,3,22
5009428,0,1,1,0,198000.0,0,0,1,3,1,1,0,0,3,1.0,-4,1,3,23
5009431,0,0,1,0,360000.0,2,1,0,2,1,1,1,0,4,2.0,-4,1,3,40
5009441,1,1,1,0,90000.0,2,0,0,0,1,0,1,0,4,2.0,-4,1,4,25
5009444,1,1,1,0,90000.0,2,0,0,0,1,0,1,0,4,2.0,-4,1,4,25
5009445,1,0,1,0,270000.0,1,2,2,0,1,1,0,0,1,2.0,-4,0,2,37
5009447,0,0,1,0,81000.0,0,0,0,3,1,1,0,0,6,2.0,-4,1,9,39
5009451,1,1,1,0,202500.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,3,47
5009452,1,1,1,0,202500.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,3,47
5009454,1,1,1,0,202500.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,3,47
5009456,1,1,1,0,202500.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,3,47
5009457,1,1,1,0,202500.0,2,1,0,0,1,0,1,0,4,2.0,-4,1,3,47
5009481,1,1,1,0,180000.0,1,1,0,0,1,0,1,0,1,2.0,-4,0,12,36
5009490,0,0,1,0,135000.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,17,44
5009492,0,0,1,0,135000.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,17,44
5009493,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009495,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009498,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009499,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009500,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009501,0,0,1,0,270000.0,1,0,0,0,1,1,0,1,1,2.0,-4,1,3,32
5009507,1,1,1,0,202500.0,0,1,0,0,1,0,1,0,7,2.0,-4,1,13,44
5009508,1,1,1,0,202500.0,0,1,0,0,1,0,1,0,7,2.0,-4,1,13,44
5009509,1,1,1,0,202500.0,0,1,0,0,1,0,1,0,7,2.0,-4,1,13,44
5009512,1,1,1,0,157500.0,0,2,0,0,1,0,0,0,7,2.0,-4,1,7,46
5009517,1,1,1,0,157500.0,0,2,0,0,1,0,0,0,7,2.0,-4,1,7,46
5009519,0,0,1,2,180000.0,0,2,0,0,1,1,0,0,3,4.0,-4,1,5,34
5009523,0,0,1,1,112500.0,0,0,3,4,1,1,0,0,3,2.0,-4,1,3,32
5009527,1,0,1,0,157500.0,1,0,0,0,1,0,1,0,1,2.0,-4,1,2,37
5009534,1,0,1,0,157500.0,1,0,0,0,1,0,1,0,1,2.0,-4,1,2,37
5009535,1,0,1,0,157500.0,1,0,0,0,1,0,1,0,1,2.0,-4,1,2,37
5009536,0,0,1,0,216000.0,0,0,0,0,1,1,0,0,3,2.0,-4,1,2,42
5009537,1,0,1,0,202500.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,4,42
5009540,1,0,1,0,202500.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,4,42
5009541,1,0,1,0,202500.0,1,0,0,0,1,1,1,0,1,2.0,-4,1,4,42
5009545,1,1,1,0,198000.0,1,0,2,0,1,0,0,0,1,2.0,-4,1,26,51
5009546,1,1,1,0,198000.0,1,0,2,0,1,0,0,0,1,2.0,-4,1,26,51
5009551,1,1,1,0,198000.0,1,0,2,0,1,0,0,0,1,2.0,-4,1,26,51
5009554,1,1,1,0,198000.0,1,0,2,0,1,0,0,0,1,2.0,-4,1,26,51
